;author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
7805;TWEED;real_estate_agent;https://www.cian.ru/sale/flat/285706027/;Москва_и_др.;sale;flat;4;26;1;43.0;558139;24000000;2021;-1.0;-1.0;79199616496;Очаково-Матвеевское;Нежинская;Минская;Городские резиденции SPIRES
7806;Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/282182608/;Москва_и_др.;sale;flat;7;10;1;49.0;495918;24300000;2021;20.0;20.0;79645655918;Лефортово;проезд Невельского;Авиамоторная;Символ
7807;ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/287664251/;Москва_и_др.;sale;flat;18;25;1;47.0;531914;25000000;2023;17.0;12.0;79067003863;Даниловский;Восточная;Автозаводская;RiverSky
7808;Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/287657451/;Москва_и_др.;sale;flat;24;25;1;38.9;642673;25000000;2017;-1.0;-1.0;79645388125;Филевский парк;Береговой проезд;Фили;Фили Град
7809;Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/279454078/;Москва_и_др.;sale;flat;10;11;1;50.0;510000;25500000;2016;25.0;14.5;79660531406;Преображенское;Краснобогатырская;Преображенская площадь;Наследие
7810;Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/287086457/;Москва_и_др.;sale;flat;2;35;1;38.0;676315;25700000;2022;13.0;20.0;79152579265;Раменки;Лобачевского;Аминьевская;Крылья
7811;PRIME;real_estate_agent;https://www.cian.ru/sale/flat/287404780/;Москва_и_др.;sale;flat;19;26;1;38.0;684210;26000000;2021;13.0;11.0;79660644026;Очаково-Матвеевское;Нежинская;Славянский бульвар;Городские резиденции SPIRES
7812;Адресат;real_estate_agent;https://www.cian.ru/sale/flat/280122613/;Москва_и_др.;sale;flat;3;9;1;45.4;572687;26000000;1976;17.4;10.2;79854669568;Хамовники;Ружейный переулок;;
7813;ID 11130039;official_representative;https://www.cian.ru/sale/flat/280150760/;Москва_и_др.;sale;flat;2;14;1;40.0;660000;26400000;1972;35.0;-1.0;79645385009;Пресненский;Большая Никитская;Баррикадная;
7814;НДВ;real_estate_agent;https://www.cian.ru/sale/flat/267797662/;Москва_и_др.;sale;flat;33;48;1;63.0;420634;26500000;2011;-1.0;15.0;79165727913;Хорошево-Мневники;проспект Маршала Жукова;Октябрьское поле;Континенталь
7815;Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/276154463/;Москва_и_др.;sale;flat;8;11;1;54.0;496296;26800000;1957;-1.0;-1.0;79166346853;Гагаринский;Дмитрия Ульянова;Академическая;
7816;Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/284950232/;Москва_и_др.;sale;flat;6;9;1;55.0;500000;27500000;1892;-1.0;-1.0;79660471123;Тверской;Самотечная;Цветной бульвар;
7817;C21 Premium Selection;real_estate_agent;https://www.cian.ru/sale/flat/285810371/;Москва_и_др.;sale;flat;4;36;1;47.0;595744;28000000;-1;18.0;21.0;79652705197;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;
7818;OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/276405072/;Москва_и_др.;sale;flat;2;6;1;38.0;736842;28000000;2016;24.6;-1.0;79167313640;Беговой;3-я Ямского Поля;Белорусская;Art Residence
7819;Chase R.E.S.;real_estate_agent;https://www.cian.ru/sale/flat/284015165/;Москва_и_др.;sale;flat;12;21;1;50.0;560000;28000000;2014;25.0;13.0;79651179647;Раменки;Мосфильмовская;Раменки;Мосфильмовский
7820;ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;real_estate_agent;https://www.cian.ru/sale/flat/284548045/;Москва_и_др.;sale;flat;12;24;1;46.9;613859;28790000;2021;13.8;22.5;79168414152;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
7821;ID 13363203;unknown;https://www.cian.ru/sale/flat/285320920/;Москва_и_др.;sale;flat;3;6;1;44.0;659090;29000000;1912;25.0;6.0;79154602621;Арбат;Поварская;Арбатская;
7822;METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/286931367/;Москва_и_др.;sale;flat;5;35;1;42.0;690476;29000000;2023;25.0;12.0;79639650912;Пресненский;Шмитовский проезд;Шелепиха;Headliner
7823;Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/286597005/;Москва_и_др.;sale;flat;49;50;1;51.0;651274;33215000;2020;-1.0;18.7;79660502331;Раменки;Мичуринский проспект;Раменки;
7824;OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282196287/;Москва_и_др.;sale;flat;3;5;1;42.0;833333;35000000;1876;-1.0;-1.0;79060436264;Тверской;Петровка;Трубная;La Rue
7825;Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/277508825/;Москва_и_др.;sale;flat;12;82;1;62.0;588709;36500000;-1;-1.0;10.0;79652462347;Пресненский;1-й Красногвардейский проезд;Деловой центр;
7826;Unique;real_estate_agent;https://www.cian.ru/sale/flat/281276075/;Москва_и_др.;sale;flat;2;22;1;46.0;799105;36758840;2020;-1.0;-1.0;79099972681;Академический;Новочеремушкинская;Академическая;Новочеремушкинская 17
7827;ID 50845100;homeowner;https://www.cian.ru/sale/flat/285948151/;Москва_и_др.;sale;flat;20;40;1;40.5;906172;36700000;2021;-1.0;-1.0;79623694708;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
7828;ГАЛЕРЕЯ;real_estate_agent;https://www.cian.ru/sale/flat/287063707/;Москва_и_др.;sale;flat;31;75;1;51.0;725490;37000000;2020;-1.0;-1.0;79057289277;Пресненский;1-й Красногвардейский проезд;Тестовская;NEVA TOWERS
7829;PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/275371141/;Москва_и_др.;sale;flat;2;16;1;49.0;795918;39000000;2017;-1.0;-1.0;79152503815;Раменки;Воробьевское шоссе;Студенческая;Воробьёв Дом
7830;PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/282789032/;Москва_и_др.;sale;flat;3;7;1;69.2;606936;42000000;2016;-1.0;-1.0;79660615316;Замоскворечье;Садовническая;Новокузнецкая;Wine House
7831;EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/272501494/;Москва_и_др.;sale;flat;5;7;1;62.0;725806;45000000;2014;47.0;10.0;79067786797;Хамовники;Комсомольский проспект;Спортивная;Clerkenwell House
7832;САДОВЫЕ КВАРТАЛЫ. Офис продаж;real_estate_agent;https://www.cian.ru/sale/flat/286816027/;Москва_и_др.;sale;flat;5;14;1;61.97;919799;57000000;2022;19.9;23.4;79153701347;Хамовники;Усачева;Спортивная;Садовые кварталы
7833;Mosaic Realty;real_estate_agent;https://www.cian.ru/sale/flat/282307927/;Москва_и_др.;sale;flat;2;16;1;50.0;1200000;60000000;2007;36.0;9.0;79661865523;Якиманка;Большая Якиманка;Полянка;Коперник
7834;ID 413522;realtor;https://www.cian.ru/sale/flat/287395859/;Москва_и_др.;sale;flat;6;13;1;71.1;983122;69900000;2019;37.1;12.8;79150579850;Хамовники;Усачева;Спортивная;Садовые кварталы
7835;Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/285458311/;Москва_и_др.;sale;flat;8;17;1;46.7;233404;10900000;2014;16.0;6.9;79660638799;;;Коммунарка;
7836;Мир Недвижимости;real_estate_agent;https://dmitrov.cian.ru/sale/flat/279241505/;Москва_и_др.;sale;flat;2;2;1;33.0;27242;899000;-1;-1.0;11.6;79168169662;Дмитровский  пос. Татищево;2/2 этаж. Кадастровый 50:04:0130503:398;;
7837;ID 101208079;homeowner;https://www.cian.ru/sale/flat/285249577/;Москва_и_др.;sale;flat;3;3;1;37.2;41666;1550000;1980;17.1;8.1;79645662113;;;;
7838;Мой Дом - отделение Добрынинское;real_estate_agent;https://serpukhov.cian.ru/sale/flat/287670163/;Москва_и_др.;sale;flat;4;4;1;38.0;46052;1750000;1988;17.0;9.0;79660617252;;;;
7839;АЯКС Воскресенск;real_estate_agent;https://www.cian.ru/sale/flat/286205649/;Москва_и_др.;sale;flat;1;2;1;32.0;65625;2100000;1966;18.0;6.0;79623638927;в Воскресенском е;до города 15 минут на общественном транспорте (автобус). В поселке располагается детский сад;;
7840;Новый адрес;real_estate_agent;https://kashira.cian.ru/sale/flat/285049899/;Москва_и_др.;sale;flat;5;5;1;29.0;79310;2300000;1978;16.0;6.0;79663549305;;;;
7841;Новый адрес;real_estate_agent;https://www.cian.ru/sale/flat/273011437/;Москва_и_др.;sale;flat;2;3;1;33.5;73134;2450000;1979;15.8;8.9;79663201969;;;;
7842;АРТАМОН - недвижимость;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/283896392/;Москва_и_др.;sale;flat;4;4;1;35.5;70422;2500000;-1;22.0;9.0;79851887910;;;;
7843;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/285546432/;Москва_и_др.;sale;flat;5;5;1;25.0;106000;2650000;1977;-1.0;5.0;79660585357;;;;
7844;КварталСити;real_estate_agent;https://dmitrov.cian.ru/sale/flat/285283521/;Москва_и_др.;sale;flat;2;5;1;29.8;90604;2700000;1966;15.2;6.6;79099988468;;;;
7845;Землемер;real_estate_agent;https://www.cian.ru/sale/flat/287392065/;Москва_и_др.;sale;flat;2;3;1;25.0;111600;2790000;2013;-1.0;6.0;79175004163;;;;
7846;АЯКС Воскресенск;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/286205627/;Москва_и_др.;sale;flat;1;5;1;34.0;82352;2800000;1984;18.0;9.0;79851630562;;;;
7847;МОНОЛИТ;real_estate_agent;https://chekhov.cian.ru/sale/flat/287706020/;Москва_и_др.;sale;flat;5;5;1;27.8;102517;2850000;1971;19.0;6.0;79660589725;;;;
7848;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/283898035/;Москва_и_др.;sale;flat;4;5;1;25.0;114000;2850000;1976;-1.0;8.0;79660585357;;;;
7849;ЖИЛФОНД;real_estate_agent;https://likino-dulyovo.cian.ru/sale/flat/273007949/;Москва_и_др.;sale;flat;4;9;1;36.0;80555;2900000;1986;18.0;9.0;79629217530;;;;
7850;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/284354695/;Москва_и_др.;sale;flat;4;5;1;32.0;93718;2999000;1978;-1.0;6.0;79660585357;;;;
7851;ГОРОБМЕН;real_estate_agent;https://chekhov.cian.ru/sale/flat/286028399/;Москва_и_др.;sale;flat;3;5;1;21.0;142857;3000000;2015;12.0;4.0;79660480364;;;;
7852;АРГУМЕНТ;real_estate_agent;https://stupino.cian.ru/sale/flat/286388363/;Москва_и_др.;sale;flat;5;5;1;32.2;96242;3099000;1964;18.0;6.0;79856942715;;;;
7853;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/279932201/;Москва_и_др.;sale;flat;5;5;1;31.0;100000;3100000;1974;-1.0;6.0;79660585357;;;;
7854;Быстров Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/287632631/;Москва_и_др.;sale;flat;1;3;1;30.0;105000;3150000;2014;16.0;8.5;79688205256;;;;
7855;Гарант плюс;real_estate_agent;https://balashikha.cian.ru/sale/flat/284840968/;Москва_и_др.;sale;flat;1;15;1;18.1;176795;3200000;2004;-1.0;-1.0;79162322596;;;;
7856;Портал Недвижимости;real_estate_agent;https://serpukhov.cian.ru/sale/flat/283452854/;Москва_и_др.;sale;flat;3;5;1;31.0;103225;3200000;1973;17.0;6.0;79154384030;;;;
7857;АЯКС Воскресенск;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/286205642/;Москва_и_др.;sale;flat;3;5;1;30.7;110749;3400000;1972;18.0;6.0;79623638927;;;;
7858;ID 15884115;homeowner;https://solnechnogorsk.cian.ru/sale/flat/287125579/;Москва_и_др.;sale;flat;1;3;1;26.7;129213;3450000;2016;-1.0;-1.0;79660545092;;;Комсомольская;
7859;АЯКС Воскресенск;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/286205634/;Москва_и_др.;sale;flat;3;5;1;34.0;102941;3500000;-1;18.0;9.0;79851630562;;;;
7860;ID 101190392;real_estate_agent;https://serpukhov.cian.ru/sale/flat/285558269/;Москва_и_др.;sale;flat;2;3;1;39.6;89000;3524400;2022;20.2;10.0;79645530676;;;;
7861;Фаворит. офис 1;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/283146634/;Москва_и_др.;sale;flat;4;5;1;30.0;116666;3500000;1971;17.0;6.0;79162395110;;;;
7862;АРГУМЕНТ;real_estate_agent;https://www.cian.ru/sale/flat/271163736/;Москва_и_др.;sale;flat;2;3;1;28.7;125435;3600000;2013;-1.0;9.0;79852535976;;;;
7863;Инком-Недвижимость. Новостройки;real_estate_agent;https://serpukhov.cian.ru/sale/flat/284539454/;Москва_и_др.;sale;flat;2;3;1;38.2;95130;3634000;2022;-1.0;-1.0;79660516078;;;;
7864;Гарант плюс;real_estate_agent;https://balashikha.cian.ru/sale/flat/271302580/;Москва_и_др.;sale;flat;1;15;1;20.7;176328;3650000;2004;20.7;-1.0;79647813402;;;;
7865;АЯКС Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/286205629/;Москва_и_др.;sale;flat;2;5;1;34.0;108529;3690000;1977;18.0;9.0;79851630562;;;;
7866;Сто Ключей - офис Воскресенск. ул.Менделеева д.1;real_estate_agent;https://voskresensk.cian.ru/sale/flat/282189317/;Москва_и_др.;sale;flat;5;9;1;33.0;110606;3650000;1973;18.0;8.7;79162101904;;;;
7867;Фаворит. офис 1;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/285638210/;Москва_и_др.;sale;flat;5;5;1;29.0;125862;3650000;1965;17.0;6.0;79162395110;;;;
7868;ЗелАН;real_estate_agent;https://zvenigorod.cian.ru/sale/flat/283260598/;Москва_и_др.;sale;flat;13;18;1;38.0;97368;3700000;2022;16.6;8.2;79157201566;;;;
7869;МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/285990182/;Москва_и_др.;sale;flat;13;17;1;42.0;88095;3700000;2021;17.0;9.0;79660629110;;;;
7870;АГАТА КРИСТИ;real_estate_agent;https://balashikha.cian.ru/sale/flat/286340631/;Москва_и_др.;sale;flat;2;9;1;20.9;179425;3750000;1984;10.9;5.0;79850668964;;;;
7871;АРТАМОН - недвижимость;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/287284381/;Москва_и_др.;sale;flat;4;5;1;30.0;126000;3780000;1972;15.1;6.6;79851887910;;;;
7872;ID 101190392;real_estate_agent;https://serpukhov.cian.ru/sale/flat/285558257/;Москва_и_др.;sale;flat;2;3;1;44.0;86000;3784000;2022;12.2;16.3;79645530676;;;;
7873;МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/284495633/;Москва_и_др.;sale;flat;1;5;1;30.0;125000;3750000;1966;18.0;5.0;79150520565;;;;
7874;Reliz Студия недвижимости;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/285739963/;Москва_и_др.;sale;flat;5;5;1;38.5;98701;3800000;1981;19.6;9.0;79660507611;;;;
7875;ID 18096781;homeowner;https://lytkarino.cian.ru/sale/flat/284994320/;Москва_и_др.;sale;flat;2;5;1;29.3;129692;3800000;-1;15.7;6.7;79151645038;;;Котельники;
7876;ID 103392134;homeowner;https://dubna.cian.ru/sale/flat/287703909/;Москва_и_др.;sale;flat;9;9;1;29.0;131034;3800000;1977;17.5;5.3;79645631878;;;;
7877;Ольга Кокорева;realtor;https://klin.cian.ru/sale/flat/287498018/;Москва_и_др.;sale;flat;1;5;1;29.6;128378;3800000;1969;15.1;6.7;79153444102;;;;
7878;ВСЁ ПРОСТО;real_estate_agent;https://losino-petrovskiy.cian.ru/sale/flat/286400476/;Москва_и_др.;sale;flat;9;14;1;32.8;117378;3850000;2008;18.0;6.0;79162192268;;;;
7879;Этажи Клин;real_estate_agent;https://klin.cian.ru/sale/flat/286962294/;Москва_и_др.;sale;flat;2;10;1;40.2;97014;3900000;2021;-1.0;-1.0;79060276215;;;;
7880;ID 101190392;real_estate_agent;https://serpukhov.cian.ru/sale/flat/285558284/;Москва_и_др.;sale;flat;1;3;1;51.7;76000;3929200;2022;16.0;18.6;79645530676;;;;
7881;Метражи group;real_estate_agent;https://vidnoye.cian.ru/sale/flat/286235302/;Москва_и_др.;sale;flat;2;9;1;25.77;155219;4000000;2021;16.0;2.2;79660640635;;;;
7882;ИПОМАКС;real_estate_agent;https://odintsovo.cian.ru/sale/flat/286185581/;Москва_и_др.;sale;flat;1;9;1;37.2;107526;4000000;1977;18.0;9.3;79660479203;;;;
7883;ЕГСН Продажа;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/286821618/;Москва_и_др.;sale;flat;1;5;1;30.8;129870;4000000;1974;19.0;6.0;79099972861;;;;
7884;ДомЭль -  Отделение на Серпуховской;real_estate_agent;https://balashikha.cian.ru/sale/flat/286176724/;Москва_и_др.;sale;flat;1;5;1;30.0;136666;4100000;1963;15.6;6.8;79057717901;;;;
7885;FQF - территория недвижимости;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/287407385/;Москва_и_др.;sale;flat;2;5;1;33.0;125757;4149999;1972;18.0;5.5;79851209570;;;;
7886;ID 481323;homeowner;https://losino-petrovskiy.cian.ru/sale/flat/268163280/;Москва_и_др.;sale;flat;7;16;1;35.0;118571;4150000;2016;16.0;10.0;79646314195;;;;
7887;Центральное;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/286767546/;Москва_и_др.;sale;flat;3;5;1;31.0;137064;4249000;1964;18.5;6.0;79057159228;;;;
7888;Новое Время;real_estate_agent;https://vidnoye.cian.ru/sale/flat/284762813/;Москва_и_др.;sale;flat;1;4;1;30.3;138613;4200000;-1;19.3;6.0;79660530373;;;;
7889;PRO ОБМЕН;real_estate_agent;https://podolsk.cian.ru/sale/flat/287236759/;Москва_и_др.;sale;flat;1;6;1;28.5;147368;4200000;-1;18.5;5.0;79660562355;;;;
7890;Мега-Балт;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/283701336/;Москва_и_др.;sale;flat;5;7;1;32.0;131250;4200000;2019;15.0;10.0;79652092825;;;;
7891;АН Октябрьская;real_estate_agent;https://balashikha.cian.ru/sale/flat/286688929/;Москва_и_др.;sale;flat;16;25;1;25.0;171960;4299000;2022;15.0;5.0;79660543009;;;Щёлковская;
7892;ГОРОБМЕН;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/287507996/;Москва_и_др.;sale;flat;5;16;1;30.0;141666;4250000;2014;14.0;8.5;79186634883;;;Ростокино;
7893;Владис;real_estate_agent;https://zvenigorod.cian.ru/sale/flat/287634173/;Москва_и_др.;sale;flat;5;14;1;40.1;107231;4300000;2012;20.0;10.0;79645672951;;;;
7894;МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/286818075/;Москва_и_др.;sale;flat;4;5;1;30.0;143333;4300000;1982;15.0;7.0;79660629110;;;;
7895;Мир Недвижимости;real_estate_agent;https://serpukhov.cian.ru/sale/flat/286725845/;Москва_и_др.;sale;flat;6;16;1;43.7;99542;4350000;2009;20.0;10.0;79660624597;;;;
7896;Виктория Погодина;realtor;https://pushkino.cian.ru/sale/flat/284315514/;Москва_и_др.;sale;flat;3;5;1;30.0;145000;4350000;1966;17.0;6.2;79853367096;;;Комсомольская;
7897;ID 56938652;homeowner;https://losino-petrovskiy.cian.ru/sale/flat/287171051/;Москва_и_др.;sale;flat;1;16;1;37.4;116310;4350000;2014;15.7;11.2;79660696675;;;;
7898;ID 77676923;unknown;https://losino-petrovskiy.cian.ru/sale/flat/287212313/;Москва_и_др.;sale;flat;12;14;1;35.9;122534;4399000;2015;16.0;9.5;79670481439;;;;
7899;ФЛЭТ Зеленоград;real_estate_agent;https://domodedovo.cian.ru/sale/flat/286720149/;Москва_и_др.;sale;flat;2;5;1;31.0;141935;4400000;1977;14.0;7.0;79152508186;;;Подольск;
7900;МИР;real_estate_agent;https://domodedovo.cian.ru/sale/flat/280197579/;Москва_и_др.;sale;flat;8;17;1;39.3;114503;4500000;2022;20.0;10.0;79160552116;;;;
7901;ИПОМАКС;real_estate_agent;https://aprelevka.cian.ru/sale/flat/285921140/;Москва_и_др.;sale;flat;5;5;1;29.7;151515;4500000;1969;-1.0;-1.0;79660479203;;;;
7902;ИПОМАКС;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/287339753/;Москва_и_др.;sale;flat;1;5;1;31.3;143769;4500000;1974;15.0;11.0;79660479203;;;;
7903;ID 58759733;realtor;https://odintsovo.cian.ru/sale/flat/279876978/;Москва_и_др.;sale;flat;7;12;1;40.9;111051;4542000;2022;18.4;8.3;79652716434;;;;
7904;Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/278417952/;Москва_и_др.;sale;flat;3;5;1;30.8;147727;4550000;1972;16.0;6.0;79169663876;;;;
7905;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/285602676/;Москва_и_др.;sale;flat;3;9;1;33.3;138138;4600000;1967;18.0;6.5;79154389642;;;;
7906;ЕГСН Продажа;real_estate_agent;https://losino-petrovskiy.cian.ru/sale/flat/284843763/;Москва_и_др.;sale;flat;2;8;1;42.2;109004;4600000;2010;-1.0;16.0;79652264698;;;;
7907;Денис Каргин;realtor;https://www.cian.ru/sale/flat/285374995/;Москва_и_др.;sale;flat;6;6;1;14.3;328671;4699999;-1;-1.0;-1.0;79057124759;Восточное Измайлово;Первомайская;Первомайская;
7908;ID 64118784;homeowner;https://klin.cian.ru/sale/flat/278998330/;Москва_и_др.;sale;flat;9;9;1;44.3;105869;4690000;2018;-1.0;-1.0;79150103269;;;;
7909;КварталСити;real_estate_agent;https://dmitrov.cian.ru/sale/flat/286646766/;Москва_и_др.;sale;flat;1;9;1;37.3;126005;4700000;2007;18.7;8.9;79057191618;;;;
7910;ЛуКа;real_estate_agent;https://balashikha.cian.ru/sale/flat/273039983/;Москва_и_др.;sale;flat;20;23;1;43.5;108045;4700000;2019;20.0;10.0;79623621433;;;;
7911;Римарком Владис;real_estate_agent;https://podolsk.cian.ru/sale/flat/284089625/;Москва_и_др.;sale;flat;1;5;1;30.4;154605;4700000;1961;17.0;6.0;79156901495;;;Подольск;
7912;МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/285021321/;Москва_и_др.;sale;flat;1;3;1;38.0;124973;4749000;-1;18.0;14.0;79852503294;;;;
7913;Диалог Риэлт;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/278907130/;Москва_и_др.;sale;flat;2;17;1;28.0;169642;4750000;2017;16.0;7.0;79153830652;Северный;Молодежная;;Десятка
7914;МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/280461493/;Москва_и_др.;sale;flat;3;8;1;34.2;140058;4790000;2019;15.1;8.2;79150955327;;;;
7915;Единый Центр Недвижимости;real_estate_agent;https://dmitrov.cian.ru/sale/flat/284619108/;Москва_и_др.;sale;flat;2;3;1;31.1;152733;4750000;-1;-1.0;21.7;79651974294;;;;
7916;ID 86145579;homeowner;https://losino-petrovskiy.cian.ru/sale/flat/285946861/;Москва_и_др.;sale;flat;3;16;1;39.9;119047;4750000;2017;17.8;11.5;79660628314;;;;
7917;1 Май;real_estate_agent;https://balashikha.cian.ru/sale/flat/267351116/;Москва_и_др.;sale;flat;9;19;1;34.0;141176;4800000;2016;18.0;8.0;79858134398;;;Щёлковская;
7918;Частная собственность;real_estate_agent;https://balashikha.cian.ru/sale/flat/286725399/;Москва_и_др.;sale;flat;3;5;1;30.0;160000;4800000;1968;18.0;6.0;79038139335;;;;
7919;Единый Центр Недвижимости;real_estate_agent;https://dmitrov.cian.ru/sale/flat/286505160/;Москва_и_др.;sale;flat;10;14;1;39.2;122448;4800000;1980;20.0;6.0;79651074492;;;;
7920;АЛЬФА 2017;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/287335109/;Москва_и_др.;sale;flat;9;17;1;38.0;126315;4800000;2020;-1.0;-1.0;79660626472;;;;
7921;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/286443259/;Москва_и_др.;sale;flat;8;9;1;33.4;143712;4800000;1966;17.1;7.2;79154393417;;;Котельники;
7922;ID 47225701;unknown;https://korolev.cian.ru/sale/flat/287343436/;Москва_и_др.;sale;flat;1;5;1;22.0;218181;4800000;1969;12.0;5.0;79850631754;;;;
7923;ID 100074488;unknown;https://losino-petrovskiy.cian.ru/sale/flat/283959608/;Москва_и_др.;sale;flat;12;16;1;39.0;123076;4800000;2017;14.7;11.4;79857518378;;;;
7924;ID 70800361;unknown;https://balashikha.cian.ru/sale/flat/287446076/;Москва_и_др.;sale;flat;14;14;1;49.0;97959;4800000;2017;22.0;11.0;79651451708;;;;
7925;ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/270892155/;Москва_и_др.;sale;flat;17;23;1;39.3;124681;4900000;2016;-1.0;9.6;79660619775;;;;
7926;Капитал-недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/283353212/;Москва_и_др.;sale;flat;13;18;1;37.44;130876;4900000;2022;16.3;8.8;79855063386;;;Новокосино;
7927;Городские квартиры;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/286849735/;Москва_и_др.;sale;flat;25;25;1;37.7;129973;4900000;2019;25.0;5.0;79660640290;;;;
7928;REALTY PRО;real_estate_agent;https://www.cian.ru/sale/flat/287464468/;Москва_и_др.;sale;flat;2;4;1;14.5;340034;4930500;-1;-1.0;-1.0;79651078115;Сокольники;Стромынка;Сокольники;
7929;ID 100587481;homeowner;https://noginsk.cian.ru/sale/flat/284828928/;Москва_и_др.;sale;flat;6;14;1;41.1;119221;4900000;2014;16.8;11.5;79623628761;;;Новокосино;
7930;ЗелАН;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/282258296/;Москва_и_др.;sale;flat;6;9;1;34.5;144637;4990000;1981;19.0;6.0;79153262483;;;;
7931;ЗелАН;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/279133897/;Москва_и_др.;sale;flat;15;17;1;40.3;123821;4990000;2008;18.0;8.5;79157201566;;;;
7932;ТАНДЕМ;real_estate_agent;https://www.cian.ru/sale/flat/286635460/;Москва_и_др.;sale;flat;1;5;1;32.0;155937;4990000;1968;20.0;5.0;79680123607;;;Бунинская аллея;
7933;Этажи Клин;real_estate_agent;https://klin.cian.ru/sale/flat/286695829/;Москва_и_др.;sale;flat;1;9;1;47.6;105021;4999000;2018;20.0;-1.0;79654226618;;;;
7934;ЭТАЖИ Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/287219856/;Москва_и_др.;sale;flat;3;10;1;33.1;149546;4950000;1990;-1.0;-1.0;79850224176;;;;
7935;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/284656594/;Москва_и_др.;sale;flat;7;8;1;33.0;151484;4999000;2009;-1.0;8.0;79660585357;;;;
7936;ID 58759733;realtor;https://odintsovo.cian.ru/sale/flat/279877682/;Москва_и_др.;sale;flat;3;12;1;44.8;111049;4975000;2022;22.1;12.2;79652716434;;;;
7937;Ирина Назарова;realtor;https://mytishchi.cian.ru/sale/flat/283436597/;Москва_и_др.;sale;flat;2;9;1;36.4;137087;4990000;2021;17.0;8.0;79636760398;;;;
